Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"JP2919","False","True","49941","Asian Art","Woodblock print","琉球八景　龍洞松濤|Pines and Waves at Ryūtō (Ryūtō shōtō), from the series Eight Views of the Ryūkyū Islands (Ryūkyū hakkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1832","1822","1842","Polychrome woodblock print; ink and color on paper","9 7/8 x 14 5/8 in. (25.1 x 37.1 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/49941","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"14.76.58.1–.25","False","True","50915","Asian Art","Album leaves","『画本葛飾振』|Picture Book in the Katsushika Style (Ehon Katsushika-buri)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1836","1826","1846","Album of twenty-five preparatory drawings (hanshita-e) for book illustrations; ink on paper","10 x 15 1/2 in. (25.4 x 39.4 cm)","Charles Stewart Smith Collection, Gift of Mrs. Charles Stewart Smith, Charles Stewart Smith Jr., and Howard Caswell Smith, in memory of Charles Stewart Smith, 1914","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/50915","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1380","False","True","50916","Asian Art","Woodblock print","諸國名橋奇覧　東海道岡崎矢はぎのはし|Yahagi Bridge at Okazaki on the Tōkaidō (Tōkaidō Okazaki Yahagi no hashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1827–30","1827","1830","Polychrome woodblock print; ink and color on paper","H. 9 3/4 in. (24.8 cm); W. 14 1/2 in. (36.8 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/50916","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1382","False","True","50924","Asian Art","Woodblock print","諸國名橋奇覧　ゑちぜんふくゐの橋|Fukui Bridge in Echizen Province (Echizen Fukui no hashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1827–30","1827","1830","Polychrome woodblock print; ink and color on paper","H. 9 3/4 in. (24.8 cm); W. 14 1/2 in. ( 36.8 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/50924","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2942","False","True","53191","Asian Art","Woodblock print","諸國名橋奇覧　足利行道山くものかけはし|The Hanging-cloud Bridge at Mount Gyōdō near Ashikaga (Ashikaga Gyōdōzan kumo no kakehashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1849","1760","1849","Polychrome woodblock print; ink and color on paper","H. 10 1/8 in. (25.7 cm); W. 15 1/8 in. (38.4 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53191","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2944","False","True","53192","Asian Art","Woodblock print","諸國名橋奇覧　飛越の堺つりはし|The Suspension Bridge on the Border of Hida and Etchū Provinces (Hietsu no sakai tsuribashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830","1820","1840","Polychrome woodblock print; ink and color on paper","H. 10 1/8 in. (25.7 cm); W. 15 1/8 in. (38.4 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53192","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2949","False","True","53193","Asian Art","Woodblock print","諸國名橋奇覧　摂洲天満橋|Tenman Bridge at Settsu Province (Sesshū  Tenmanbashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1849","1760","1849","Polychrome woodblock print; ink and color on paper","H. 10 1/8 in. (25.7 cm); W. 15 1/8 in. (38.4 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53193","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2994","False","True","53692","Asian Art","Woodblock print","冨嶽三十六景　江都駿河町三井見世略図|Mitsui Shop at Surugachō in Edo (Edo Surugachō Mitsui mise ryaku zu), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 1/8 x 14 7/8 in. (25.7 x 37.8 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53692","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2943","False","True","53698","Asian Art","Woodblock print","諸國名橋奇覧　かうつけ佐野ふなはしの古づ|Old View of the Boat-bridge at Sano in Kōzuke Province (Kōzuke Sano funabashi no kozu), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830","1820","1840","Polychrome woodblock print; ink and color on paper","10 1/8 x 15 1/2 in. (25.7 x 39.4 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53698","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1381","False","True","53699","Asian Art","Woodblock print","諸國名橋奇覧　かうつけ佐野ふなはしの古づ|Old View of the Boat-bridge at Sano in Kōzuke Province (Kōzuke Sano funabashi no kozu), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1827–30","1827","1830","Polychrome woodblock print; ink and color on paper","H. 9 3/4 in. (24.8 cm); W. 14 9/16 in. (37 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53699","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1851","False","True","53700","Asian Art","Woodblock print","「諸國名橋寄覧　東海道岡崎 矢はぎのはし」|Yahagi Bridge at Okazaki on the Tōkaidō (Tōkaidō Okazaki Yahagi no hashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1834","1824","1844","Polychrome woodblock print; ink and color on paper","H. 10 3/16 in. (25.9 cm); W. 15 1/16 in. (38.3 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53700","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2948","False","True","53786","Asian Art","Woodblock print","諸國名橋奇覧　山城あらし山吐月橋　|Togetsu Bridge at Arashiyama in Yamashiro, from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830","1820","1840","Polychrome woodblock print; ink and color on paper","10 3/8 x 15 1/4 in. (26.4 x 38.7 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53786","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2547","False","True","53787","Asian Art","Woodblock print","諸國名橋奇覧　かうつけ佐野ふなはしの古づ|Old View of the Boat-bridge at Sano in Kōzuke Province (Kōzuke Sano funabashi no kozu), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830","1820","1840","Polychrome woodblock print; ink and color on paper","10 x 14 7/8 in. (25.4 x 37.8 cm)","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53787","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1396","False","True","53788","Asian Art","Woodblock print","諸國名橋奇覧　足利行道山くものかけはし|The Hanging-cloud Bridge at Mount Gyōdō near Ashikaga (Ashikaga Gyōdōzan kumo no kakehashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830","1820","1840","Polychrome woodblock print; ink and color on paper","H. 9 1/2 in. (24.1 cm); W. 14 1/16 in. (35.7 cm)","Rogers Fund, 1922","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53788","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1397","False","True","53789","Asian Art","Woodblock print","諸國名橋奇覧　飛越の堺つりはし|The Suspension Bridge on the Border of Hida and Etchū Provinces (Hietsu no sakai tsuribashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830","1820","1840","Polychrome woodblock print; ink and color on paper","H. 10 1/4 in. (26 cm); W. 15 1/8 in. (38.4 cm)","Rogers Fund, 1922
","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53789","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2946","False","True","53790","Asian Art","Woodblock print","諸國名橋奇覧　すほうの国きんたいはし|Kintai Bridge in Suō Province (Suō no kuni Kintaibashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830","1820","1840","Polychrome woodblock print; ink and color on paper","10 1/4 x 15 1/8 in. (26 x 38.4 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53790","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2945","False","True","53791","Asian Art","Woodblock print","諸國名橋奇覧　東海道岡崎矢はぎのはし|Yahagi Bridge at Okazaki on the Tōkaidō (Tōkaidō Okazaki Yahagi no hashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830","1820","1840","Polychrome woodblock print; ink and color on paper","10 1/8 x 15 1/8 in. (25.7 x 38.4 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53791","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2947","False","True","53792","Asian Art","Woodblock print","諸國名橋奇覧　かめゐど天神たいこはし|The Arched Bridge at Kameido Tenjin Shrine (Kameido Tenjin Taikobashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830","1820","1840","Polychrome woodblock print; ink and color on paper","10 1/8 x 15 1/8 in. (25.7 x 38.4 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939
","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53792","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2951","False","True","53793","Asian Art","Woodblock print","諸國名橋奇覧　三河の八ツ橋の古図|Ancient View of Yatsuhashi in Mikawa Province (Mikawa no Yatsuhashi no kozu), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830","1820","1840","Polychrome woodblock print; ink and color on paper","9 7/8 x 14 7/8 in. (25.1 x 37.8 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939
","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53793","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2554","False","True","53845","Asian Art","Woodblock print","冨嶽三十六景　御厩川岸より両国橋夕陽見|Viewing the Sunset over Ryōgoku Bridge from the Onmayagashi Embankment (Onmayagashi yori Ryōgokubashi sekiyō o miru), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Woodblock print; ink and color on paper","H. 10 1/8 in. (25.7 cm); W. 14 7/8 in. (37.8 cm)","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53845","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP6","False","True","53920","Asian Art","Woodblock print","百人一首　うはかゑとき　源宗于朝臣|Poem by Minamoto no Muneyuki Ason, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1839","1839","1839","Polychrome woodblock print; ink and color on paper","H. 9 7/8 in. (25.1 cm); W. 14 5/8 in. (37.1 cm)","Rogers Fund, 1914","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53920","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2224","False","True","53990","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","probably 1807","1807","1807","Polychrome woodblock print (surimono); ink and color on paper","5 7/16 x 11 1/8 in. (13.8 x 28.3 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/53990","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2307","False","True","54091","Asian Art","Print","","Japan","","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","19th century","1800","1899","Part of an album of woodblock prints (surimono); ink and color on paper","5 1/8 x 7 3/16 in. (13 x 18.3 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54091","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2330","False","True","54114","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1816","1816","1816","Part of an album of woodblock prints (surimono); ink and color on paper","8 7/16 x 7 1/2 in. (21.4 x 19.1 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54114","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2367","False","True","54151","Asian Art","Print","","Japan","","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Part of an album of woodblock prints (surimono); ink and color on paper","7 1/2 x 10 1/4 in. (19.1 x 26 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54151","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2573","False","True","54188","Asian Art","Print","Horimono-shi|職人三十六番|The Metal Carver","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1802","1802","1802","Polychrome woodblock print (surimono); ink and color on paper","5 1/2 x 7 1/2 in. (14 x 19.1 cm)","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54188","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2574","False","True","54189","Asian Art","Print","Tachi-shi|職人三十六番|The Swordsmith","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1802","1802","1802","Polychrome woodblock print (surimono); ink and color on paper","5 3/8 x 7 3/8 in. (13.7 x 18.7 cm)","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54189","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2575","False","True","54191","Asian Art","Print","Hata-ori|職人三十六歌仙|The Weaving Factory","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1802","1792","1812","Polychrome woodblock print (surimono); ink and color on paper","5 3/8 x 7 3/8 in. (13.7 x 18.7 cm)","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54191","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2576","False","True","54192","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1841","1841","1841","Polychrome woodblock print (surimono); ink and color on paper","5 3/8 x 7 1/4 in. (13.7 x 18.4 cm)","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54192","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2577","False","True","54193","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1800","1790","1810","Polychrome woodblock print (surimono); ink and color on paper","5 1/2 x 10 1/2 in. (14 x 26.7 cm)","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54193","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2578","False","True","54194","Asian Art","Print","Sakura-gai|元禄歌仙貝合|Cherry Shell, from the series Genroku Poetry Shell Games","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","probably 1821","1821","1821","Polychrome woodblock print (surimono); ink and color on paper","7 3/4 x 6 7/8 in. (19.7 x 17.5 cm)","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54194","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2579","False","True","54195","Asian Art","Print","Miyako-gai|元禄歌仙貝合|Miyako Shell","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","probably 1821","1821","1821","Polychrome woodblock print (surimono); ink and color on paper","7 7/8 x 7 in. (20 x 17.8 cm)","The Howard Mansfield Collection, Purchase, Rogers Fund, 1936","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54195","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP3001","False","True","54217","Asian Art","Print","衣食住|Attire","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1849","1760","1849","Polychrome woodblock print (surimono); ink and color on paper","5 5/8 x 7 1/2 in. (14.3 x 19.1 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54217","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP3003","False","True","54219","Asian Art","Woodblock print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1849","1760","1849","Polychrome woodblock print (surimono); ink and color on paper","5 1/8 x 6 13/16 in. (13 x 17.3 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54219","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP3175","False","True","54227","Asian Art","Print","","Japan","","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print (surimono); ink and color on paper","Image: 7 5/8 × 21 1/16 in. (19.4 × 53.5 cm)
Mat: 12 1/2 in. × 37 in. (31.8 × 94 cm)","Gift of Mrs. Henry L. Phillips, in memory of her husband, Henry L. Phillips, 1957","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54227","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP657","False","True","54301","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1801","1791","1811","Polychrome woodblock print (surimono); ink and color on paper","7 1/8 x 20 1/4 in. (18.1 x 51.4 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54301","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP658","False","True","54302","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1801","1791","1811","Polychrome woodblock print (surimono); ink and color on paper","8 1/4 x 22 1/8 in. (21 x 56.2 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54302","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP659","False","True","54303","Asian Art","Woodblock print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1799–1810","1799","1810","Polychrome woodblock print (surimono); ink and color on paper","8 1/4 x 22 1/8 in. (21 x 56.2 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54303","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP744","False","True","54304","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1800","1790","1810","Polychrome woodblock print (surimono); ink and color on paper","7 3/8 x 13 1/8 in. (18.7 x 33.3 cm)","The Francis Lathrop Collection, Purchase, Frederick C. Hewitt Fund, 1911","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/54304","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
