Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"JP2928","False","True","56143","Asian Art","Woodblock print","諸國瀧廻リ　木曽路ノ奥 阿彌陀ヶ瀧|The Amida Falls in the Far Reaches of the Kisokaidō Road (Kisoji no oku Amida-ga-taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1832","1830","1833","Polychrome woodblock print; ink and color on paper","Image: 14 3/4 x 10 1/4 in. (37.5 x 26 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56143","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2929","False","True","56144","Asian Art","Woodblock print","諸國瀧廻　東都葵ヶ岡の瀧|The Falls at Aoigaoka in the Eastern Capital (Tōto Aoigaoka no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)","Japan","","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print; ink and color on paper","14 5/8 x 10 1/4 in. (37.1 x 26 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56144","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2930","False","True","56145","Asian Art","Woodblock print","諸國瀧廻リ　相州大山ろうべんの瀧|Rōben Waterfall at Ōyama in Sagami Province (Sōshū Ōyama Rōben no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1849","1760","1849","Polychrome woodblock print; ink and color on paper","14 1/2 x 10 in. (36.8 x 25.4 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56145","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2931","False","True","56146","Asian Art","Woodblock print","諸國瀧廻リ　美濃ノ国養老の滝|Yōrō Waterfall in Mino Province (Mino no Yōrō no taki), from the series A Tour of Waterfalls in Various Provinces (Shokoku taki meguri)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1832","1822","1842","Polychrome woodblock print; ink and color on paper","14 5/8 x 10 1/4 in. (37.1 x 26 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56146","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2932","False","True","56147","Asian Art","Woodblock print","百人一首　宇波か縁説　参儀等|Poem by Sangi Hitoshi (Minamoto no Hitoshi), from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1849","1760","1849","Polychrome woodblock print; ink and color on paper","9 7/8 x 14 1/4 in. (25.1 x 36.2 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56147","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2933","False","True","56148","Asian Art","Woodblock print","百人一首　乳母かゑとき　柿の本人麿|Poem by Kakinomoto Hitomaro, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1849","1760","1849","Polychrome woodblock print; ink and color on paper","10 1/8 x 14 5/8 in. (25.7 x 37.1 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56148","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2934","False","True","56149","Asian Art","Woodblock print","百人一首　乳母か縁説　中納言家持|Poem by Chūnagon Yakamochi (Ōtomo no Yakamochi), from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1849","1760","1849","Polychrome woodblock print; ink and color on paper","9 3/4 x 14 3/8 in. (24.8 x 36.5 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56149","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2935","False","True","56150","Asian Art","Woodblock print","百人一首　うはかゑとき　源宗于朝臣|Poem by Minamoto no Muneyuki Ason, from the series One Hundred poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1835","1825","1845","Polychrome woodblock print; ink and color on paper","9 5/8 x 14 3/8 in. (24.4 x 36.5 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56150","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2936","False","True","56151","Asian Art","Woodblock print","百人一首　宇波か縁説　藤原道信朝臣|Poem by Fujiwara no Michinobu Ason, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1845","1760","1845","Polychrome woodblock print; ink and color on paper","10 3/8 x 14 7/8 in. (26.4 x 37.8 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56151","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2937","False","True","56157","Asian Art","Woodblock print","百人一首　宇波か縁説　権中納言定家|Poem by Gon-Chūnagon Sadaie, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1849","1760","1849","Polychrome woodblock print; ink and color on paper","10 1/4 x 15 in. (26 x 38.1 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56157","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2938","False","True","56171","Asian Art","Woodblock print","百人一首　うはかゑとき　文屋朝康|Poem by Funya no Asayasu, from the series One Hundred Poems Explained by a Nurse (Hyakunin isshu ubaga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1849","1760","1849","Polychrome woodblock print; ink and color on paper","9 3/4 x 14 3/8 in. (24.8 x 36.5 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56171","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1854","False","True","56172","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1800","1790","1810","Polychrome woodblock print; ink and color on paper","H. 9 9/16 in. (24.3 cm); W. 14 7/16 in. (36.7 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56172","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2940","False","True","56175","Asian Art","Woodblock print","百人一首　宇波かゑとき　安部仲麿|Poem by Abe no Nakamaro, from the series One Hundred Poems Explained by the Nurse (Hyakunin isshu uba ga etoki)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1849","1760","1849","Polychrome woodblock print; ink and color on paper","10 3/8 x 14 7/8 in. (26.4 x 37.8 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56175","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1858","False","True","56177","Asian Art","Print","市川団十郎|The Actor Ichikawa Danjuro I 1660–1704","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print; ink and color on paper","H. 12 in. (30.5 cm); W. 5 3/4 in. (14.6 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56177","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1859","False","True","56178","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1825","1815","1835","Sketch for a woodblock print; ink and color on paper","Image: 7 1/16 x 11 7/8 in. (17.9 x 30.2 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56178","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1860","False","True","56183","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1820–34","1820","1834","Polychrome woodblock print; ink and color on paper","H. 9 3/4 in. (24.8 cm); W. 14 1/4 in. (36.2 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56183","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1862","False","True","56185","Asian Art","Print","","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Polychrome woodblock print; ink and color on paper","H. 13 1/16 in. (33.2 cm); W. 9 3/8 in. (23.8 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56185","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP1863","False","True","56186","Asian Art","Print","七日夜|Wave","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","","1760","1849","Monochrome woodblock print; ink on paper","H. 14 11/16 in. (37.3 cm); W. 10 11/16 in. (27.1 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56186","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2950","False","True","56202","Asian Art","Woodblock print","諸國名橋奇覧　摂洲阿治川口天保山|Tenpōzan at the Mouth of the Aji River in Settsu Province (Sesshū Ajikawaguchi Tenpōzan), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","1760–1849","1760","1849","Polychrome woodblock print; ink and color on paper","10 1/4 x 15 1/8 in. (26 x 38.4 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56202","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2952","False","True","56210","Asian Art","Woodblock print","諸國名橋奇覧  ゑちぜんふくゐの橋|Fukui Bridge in Echizen Province (Echizen Fukui no hashi), from the series Remarkable Views of Bridges in Various Provinces (Shokoku meikyō kiran)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830","1820","1840","Polychrome woodblock print; ink and color on paper","10 1/8 x 15 1/8 in. (25.7 x 38.4 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939
","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56210","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2954","False","True","56212","Asian Art","Woodblock print","冨嶽三十六景　駿州大野新田|The New Fields at Ōno in Suruga Province (Sunshū Ōno shinden), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 x 14 3/4 in. (25.4 x 37.5 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56212","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2955","False","True","56213","Asian Art","Woodblock print","冨嶽三十六景　駿州片倉茶園の不二|Fuji from the Katakura Tea Fields in Suruga (Sunshū Katakura chaen no Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","9 5/8 x 14 3/4 in. (24.4 x 37.5 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56213","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2956","False","True","56214","Asian Art","Woodblock print","冨嶽三十六景　尾州不二見原|Fujimigahara in Owari Province (Bishū Fujimigahara), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1830","1832","Polychrome woodblock print; ink and color on paper","10 1/16 x 14 7/8 in. (25.6 x 37.8 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56214","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2957","False","True","56215","Asian Art","Woodblock print","冨嶽三十六景　礫川雪の旦|Morning after the Snow at Koishikawa in Edo (Koishikawa yuki no ashita), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 1/8 x 15 in. (25.7 x 38.1 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56215","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2958","False","True","56216","Asian Art","Woodblock print","冨嶽三十六景　登戸浦|Noboto Bay (Noboto no ura), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","9 3/4 x 14 3/8 in. (24.8 x 36.5 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56216","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2959","False","True","56217","Asian Art","Woodblock print","冨嶽三十六景　身延川裏不二|View from the Other Side of Fuji from the Minobu River (Minobugawa ura Fuji), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1820","1842","Polychrome woodblock print; ink and color on paper","10 x 14 5/8 in. (25.4 x 37.1 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56217","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
"JP2961","False","True","56229","Asian Art","Print","冨嶽三十六景　山下白雨|Storm below Mount Fuji (Sanka no haku u), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)","Japan","Edo period (1615–1868)","","","","Artist","","Katsushika Hokusai","Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)","","Katsushika Hokusai","Japanese","1760      ","1849      ","ca. 1830–32","1830","1832","Polychrome woodblock print; ink and color on paper","10 x 14 3/4 in. (25.4 x 37.5 cm)","Henry L. Phillips Collection, Bequest of Henry L. Phillips, 1939","","","","","","","","","","","","Prints","","http://www.metmuseum.org/art/collection/search/56229","4/17/2017 8:00:06 AM","Metropolitan Museum of Art, New York, NY"
